vid,init_time,tls_distance,stop_distance,time_to_green,tls_light_count,time_of_pass,leading_cars,stop_leading_cars,stop_duration
left_7442,12376.0,116.238220508346,1.0010375421799154,0.0,0,12481.0,1,0,91.0
left_7465,12376.0,496.70769220087686,38.5062945831512,0.0,0,12498.0,6,5,1.0
left_7470,12431.0,53.508234884607866,53.508234884607866,43.0,1,12503.0,7,7,57.0
left_7471,12431.0,61.01402988266136,61.00927896643361,43.0,1,12505.0,8,8,55.0
left_7499,12486.0,121.01759487311595,121.01759487311595,0.0,0,12521.0,15,15,11.0
left_7552,12541.0,71.68160600036441,-1.0,0.0,0,12546.0,2,-1,-1.0
left_7569,12541.0,484.23663012785835,1.0010322982929551,0.0,0,12673.0,8,0,91.0
left_7577,12596.0,16.003433462371163,16.00315413928746,70.0,1,12681.0,2,2,77.0
left_7582,12596.0,23.51833800632443,23.504206448838893,70.0,1,12684.0,3,3,74.0
left_7590,12596.0,190.44027438290854,38.50626416293528,70.0,1,12689.0,5,5,65.0
